"","tweet","label"
"2633","HEALTH FACT: Never-married men have a 35% greater chance of dying from cancer than married guys.",1
"2636","Cancer Pen Detects Tumors in Seconds -",1
"2637","Hello : ) Fake cancer patient (WillSm_ith)",0
"2638","this might be my problem as a cancer, i crave love too much.",0
"2639","Childhood Cancer Fact: Childhood Cancer is not just one disease. It is made up of a dozen types and countless subtypes.",1
"2642","Any reporter friends in Charlotte? Man steals (pretty funny) gifts by accident but he does it from a woman battling cancer...",2
"2643","Campaign launched to raise money for Delays frontman's cancer treatment",2
"2644","@DUPleader time to resign. Life changing cancer drugs denied at the expense of RHI. Your watch denied GB entitlement to life changing drug",1
"2645","Caution warranted against Vit B intake (B6 and B12) for smokers as this may increase long term risk of lung cancer....",1
"2646","Why you should love conservatives. Chesterfield. Reagan. Lung cancer. Lying to people to make money. Priceless....",0
"2647","Harlem woman with stage 4 ovarian cancer needs help and a home",2
"2648","Well done Strandtown P.S. who raised £7,729.39 for the N.I.Cancer Fund for Children.Unbelievable generosity for a wonderful charity #Belfast",1
"2649","Bowie sold. More money for Action Against Cancer. Marvellous.",1
"2650","@bengleib a few years ago, friend was trying to get something going on telling cancer to go suck a lemon.",1
"2652","Did you know that Jeb Bush is used to cure cancer from the human body?",1
"2653","Please help support the fight against leukemia cancer, add a #Twibbon now!",1
"2654","Gay men are up to six times more likely than heterosexual men to take part in indoor tanning, and twice as likely to get skin cancer.",1
"2655","BRIEF-Prima BioMed announces data from IMP321 AIPAC clinical trial in breast cancer #business #bloomberg",1
"2656","Hog jowls and clementines: A bid to awaken cancer patients’ ruined sense of taste By @ericboodman HT @ushamcfarling",1
"2657","CVS Pharmacy: Pledge to Boycott CVS and Caremark Pharmacy Until They Start Selling Cancer Drugs Again -... via @Cha",1
"2658","@derads umm actually I am an enviromental hipster, cutting down trees is cancer, haven't you heard of fake trees?",0
"2659","The ""Jeopardy"" contestant only let a handful of people know she was dying of colon cancer, before wowing audiences.",2
"2660","Retweeted WebMD (@WebMD): Fallopian tube cancer can start at any age, but it is most common in women who are in...",1
"2661","Prima BioMed Announces Data From IMP321 AIPAC Clinical Trial in Breast Cancer",1
"2662","Ohio University: Chemo Enables Cancer To Spread From Breast To Lungs via @yournewswire",1
"2663","I have had to accept the reality that there is no getting beyond cancer. I tried to refuse that, I would not let cancer be part of me, I said",3
"2665","Today my Aunty lost her battle to cancer. What a horrible disease it is 💔",2
"2666","Researcher Pier Paolo Pandolfi is excited about several promising attack points against cancer",1
"2667","Clicking selfies may help detect pancreatic cancer",1
"2668","How important is a PET scan in the management of cancer?",1
"2672","I totally forgot maria has cancer 🤦🏽‍♂️",2
"2673","Chemo:Secrets to Thriving is the perfect resource for cancer patients:",1
"2674","just saw someone wearing a fuck cancer t shirt while also smoking a cigarette, america rules",1
"2675","In the world of cancer, other problems that used to seem so big now seem so small",1
"2676","8 Cancer Fighting Foods You Need To Know -",1
"2677","On behalf of myself and all the others in my family, I say loud and clear: "" that cancer dies!"" I hate cancer....",1
"2681","Early Stage Breast Cancer and Double Mastectomy #DocMaps",1
"2682","Alameda: Encinal High boys basketball team sponsors young cancer patient via @eastbaytimes",2
"2683","Swadhyay Family offering blood and platelets for Christmas at Dana Farber Cancer Institute in Boston",1
"2684","Nasty Cancer!!! Well y'all, I am gonna say bye-bye to some of you.. Now I am watching the ones who will have the...",2
"2686","Safe at Home: Preventing Lung Cancer by Reducing Radon in the Home | The Mint Hill Times",1
"2687","If the Adam Saleh thing is a hoax, it is the worst case of famewhoring insanity since @TigNotaro and nick kroll's fake cancer for fame con.",2
"2689","Why is it that the ceiling fan is used to cure cancer from every planet?",0
"2690","You’ve got to read this… To understand that third wave feminism is cancer , nothing more than misandrists. I pity your son.",0
"2692","I find it funny how I personally do not know what to tell people coming out of surgery for cancer. I am not sure I wanted to hear anything.",1
"2693","Time for my yearly skin cancer checkup.",3
"2694","@derehks you know what i was gonna let this slide but get fucking cancer",1
"2695","I worked in this area long before my daughter was diagnosed with cancer, awareness is all I want for minority groups 😬 #irishmed",2
"2696","Our 6th Annual Pretty in Pink Ball fundraiser, this event is to raise funds to help families affected by cancer and...",1
"2698","From a hydration wearable to a way to catch pancreatic cancer early, here are the startups at Harvard's Life Lab.",1
"2699","I am supporting The Rutgers Cancer Institute of New Jersey! via @DonorDrive",1
"2700","Patient Centered Screening for Lung Cancer",1
"2701","@colin_dunlap I had throats cancer 2 yrs ago. Also never realized what kind hearted people are out there that deal with this daily.",3
"2702","1 News • 'Cancer kills 8.2m annually' via @233liveOnline. Full story at",1
"2703","Can Turkey Tail Mushrooms Aid in the Fight Against Cancer?",1
"2705","#PrayerRequest Hi I am asking for prayers for my daughter's sister in-law. she was diagnosed with stage 4 colorectal cancer. @CancerPrayerNet",2
"2707","@sanscoolbro @uf_papyrus03o @underlustkitten *sigh*I guess I can im already cancer",0
"2708","Which drug is more effective for the treatment of breast cancer: denosumab or bisphosphonates?",1
"2709","A Study of APR246 in Oesophageal Cancer",1
"2712","You are not friends with #Cancer anymore. You are a stranger with memories.",0
"2715","[Science] Anti-inflammatory therapy cuts risk of lung cancer",1
"2716","6 Surprising Things That Up Your Risk For Skin Cancer",1
"2718","Houston cancer clinic and trauma center forced to suspend services - Daily Mail",1
"2719","some old man just yelled at everyone bc he has cancer and needs the bathroom unlocked in under 10 seconds",2
"2720","Immunotherapy for Cancer Is Far More Dangerous Than Advertised",1
"2722","5-year-old boy with cancer gets over 220,000 Christmas cards from across the world",2
"2723","Gilead's $11.9 billion purchase of a groundbreaking cancer therapy could drag it into a new debate on prices -…",1
"2724","I want to see them both again one day; see all of my loved ones and meet his mom who died of cancer far too soon. I want the 14th back.",2
"2725","@ilmh123 If you were educated, u would know fed $$ not allowed to be used for abortions. Used only 4 birth control, cancer/STD screens, etc.",1
"2726","Puns are fun. Obesity is heart disease, diabetes, liver disease and many types of cancer. #WorldObesityDay @DamianFog",1
"2727","Mortality in tongue cancer patients treated by curative surgery: a retrospective cohort study from CGRD.",1
"2729","CANCER for the week of December 26, 2016: via @YouTube",1
"2730","@kenlowery @Doubting_Tom @newageamazon @jason1749 @jojoseames ""Level with me, Doc. Is the cancer gonna get me?"" ""Mr. Wilson, please leave.""",1
"2731","IBM pitched its Watson supercomputer as a revolution in cancer care. It’s nowhere close via @statnews",1
"2732","You already did...by creating more cancer-free futures. Thank you!!!!",1
"2733","Leo with moon in cancer I am so awesome",0
"2735","Should Cancer Patients and Survivors Eat Organic (O) Foods? via @PBeatingCancer",1
"2736","coworker: “im gonna call you captain marvel because youre always wearing marvel shirts” Me: Why would you wish cancer on me?",0
"2738","The mango is the most popular fruit in the world. It also helps against cancer, clears skin and lowers cholesterol.",1
"2740","I liked a @YouTube video Dr.Christina Sanchez explains how cannabis kills cancer cells (MORE at",1
"2741","news biotech Development of AntiCancer Drugs May Overlook Compounds Useful for Humans",1
"2743","17% of women with early-stage breast cancer have unnecessary mastectomies, and doctors want to know why - Los…",1
"2744","Testing probe to help cancer surgeons know they got it all",1
"2745","25M cancer screens! Imagine how many lives saved. Proud to count Clinical Genomics an @OneVenturesVC portfolio",1
"2746","A Lung Cancer Diagnosis Is Not The End Of The World - Read These Helpful Tips #LC",1
"2747","Ovarian Conservation, Lower All-Cause Mortality in Early Cervical Cancer",1
"2750","I always catch myself hearing a beat from that Sharpie dude and I get a little bit of cancer each time...",0
"2751","New cancer treatment can eradicate tumors, scientists say - Fox News",1
"2752","sea sponges contain new chemotherapy compound. A good -selfish- reason to protect sea life (if you care abt cancer)",1
"2753","#AmericanCancerSociety your TV ads make me *less* likely to give. My mom and my 2 BFFs died of cancer-All brave, 2 angry. did not help survive",2
"2757","It’s always cancer. Always 🤦🏾‍♀️😭",1
"2758","anyone know how to remove this cancer tongue sticking out shit between minimap. playing on my alt and this looks hideous.",0
"2759","A3 Three years ago when I was diagnosed with cancer, it gave me a learning experience I would not have had otherwise. #weirded",3
"2760",":-( Charles Bradley Cancels Tour, Reveals Liver Cancer",2
"2762","Michael Buble son cancer:😀 Treatments Going Well — Gets To Spend Christmas At Home: qua @YouTube",2
"2763","Psilocybin Mushrooms Lower Depression and Anxiety in Cancer Patients #nutrition",1
"2764","Stomach (gastric) cancer - 16th most common cancer in the U.S. A snapshot of the disease:",1
"2765","MT/RT @scienmag Brain activity after a 20 minute walk CancerCureNow -",1
"2766","The disgrace of cancer #clinicaltrials via @TheHill",1
"2767","Oropharyngeal Cancer Caused by Human Papillomavirus (HPV) - Medical News Bulletin",1
"2768","I read online somewhere that microwaves can give you cancer? I knew those horrible appliances were bad! can not replace a good oven with that!",1
"2769","My hero: Cindy Stowell, who battled stage 4 colon cancer while winning 6 straight games on Jeopardy and donating it all to cancer research",2
"2771","AAF GNV Board Members have tickets do you? September - Pediatric Cancer Awareness Month",1
"2772","If you have no insurance U could be eligible 4 free breast, cervical and colorectal cancer screening! #GetScreenedOC",1
"2773","#lungcancer news: 2017 Germany Genetic Diseases Cancer Forensic and Paternity Molecular Diagnostic Testing Supp...",1
"2775","Things We did not Expect From Cancer Treatments - But Wish We Did",1
"2776","The Top 25 Alkaline Foods on the Planet (Eat more to prevent cancer, obesity and heart disease)",1
"2777","The science is real, and so is the cancer 😑",1
"2778","Honestly, cancer and 2016 can just fuck right off.",1
"2779","This Mpho story reminds me of how my aunt died from cancer",2
"2780","I am beginning to think this is breast cancer and it is scary af",3
"2781","Lasers Cure Nearly 50% of Patients With Prostate Cancer in New Study via @Futurism",1
"2782","Campbell Dale lost his battle with cancer but his family is working to help find a cure. They are #MississippiStrong tonight @ 10.",2
"2783","""Saw this guy at a #cancer walk benefit."" #starwars",1
"2785","Breast exams help detect abnormalities in the breasts which may indicate #cancer or other problems 302-735-8720. #BreastCancer #womenshealth",1
"2786","Our #girlsjustwannahavefun weekend 2016 raised €14,315 for @IrishCancerSoc Action Breast Cancer! Thank you to everyone for your support smiley",1
"2788","Book your place on our next letter writing workshop #cancer #letters",1
"2790","Yo my daughter's mom just told me I am the worst person on the planet and that I am worse than cancer laughing out loud",1
"2791","he is down one kidney but at least he is up one on cancer 💪🏻💕 #kidneycancerawareness",2
"2792","NZ study sheds light on cancer cell spread via @1NewsNZ #OtagoNews #OtagoResearch",1
"2793","Austin is 2months cancer free. At mo he can not shake a virus and has had temp for 8 days. Hoping that is normal n we escape hosp for Xmas day.",2
"2795","Submit your abstract for presentation at the 2018 Summit on National and Global Cancer Health Disparities on April 2…",1
"2796","Sebastian the singer was diagnosed with cancer ... thanks Nickelback!",2
"2798","to be honest I do not like racism. However antifa is cancer.",0
"2799","Spoke w/ a sweet client who is going through breast cancer treatment and she cried when I said my mom would be 10 years cancer free next week",2
"2800","CRISPR gene editing will transform cancer treatment -",1
"2801","Dipped back into my legal blogging for this one. Does your coffee cause cancer? Are you drinking 100+ cups a day? Are retailers responsible?",1
"2802","Cancer is the single name assigned to more than 100 diseases. Cancer can occur in any part of your body. #fight #KNOWLEDGE",1
"2803","@BriceGamingZone je veux le compte Je suis malade j ai un cancer",0
"2804","Early Stage Breast Cancer and Double Mastectomy ~",1
"2805","@Fodeera specifically cancer in the nether regions?",0
"2806","@vazume a lot of people dont have microwaves bc they think they cancer or they just like didnt have one growing up so they arent used to them",1
"2807","Cancer gets a #moonshot Mental illness better not get socks and a fruitcake #CuresAct #CuresNow #mentalhealthreform #epatient #medicine",1
"2808","Stereotactic ablative body radiotherapy is a new force in cancer treatments. Experts explain at #MonLunchLive someone else's problem 4",1
"2809","Financial assistance for those with cancer...",1
"2810","Japan Recognizes First Thyroid Cancer Case As Fukushima-Related, Offers Compensation",1
"2813","Stroke survivors doubly at risk of cancer, scientists warn",1
"2814","$PRR/Prima BioMed: Posts interim data from N=15 AIPAC Phase IIb trial for IMP321 in metastatic breast cancer - Safe, well tolerated.",1
"2815","Hmm...""Broccoli fights #cancer and reduces your risk of developing #arthritis"" 🍴",1
"2817","Laser-activated drug offers new hope for #ProstateCancer #treatment",1
"2819","Benzene plumes detected in Houston in wake of #Harvey. Benzene exposure is associated with a rare bone cancer.",1
"2820","#NowPlaying Twelve Years Driven @12yearsdriven - Cancer on @SponsoredEEB",0
"2822","Please pray for my maternal uncle who was hit with cancer. Prayers needed more now. Many thanks.",2
"2823","Bradley Lowery fund helping brave Jorgie, two, in fight with rare cancer",2
"2824","Cannabis oil for pancreatic cancer. The results. Buddy Rose Cannabis Cures Cancer.",1
"2825","As cancer progresses some patients weep, some get angry and others are bewildered | Ranjana Srivastava",1
"2828","Not trying to sound cheap, but IGA must think their food cures cancer or something",1
"2829","Using Single Nucleotide Variations in Cancer Single-Cell RNA-Seq Data for Subpopulation Identification and Genotype-phenotype Linkage Analy…",1
"2830","Study: Gold Specks Can Help Boost Effectiveness Of Cancer Meds, Reduce Side Effects,",1
"2832","I was very unhealthy i say I quit smoking five minutes before cancer on the draw and each reaction too quiting is a feel good thing thanks",3
"2833","@TFinn82 No, not at all. Just deport muslims. As long as Islam is practiced in any form, it will spread like cancer. @DavidJo52951945",0
"2834","I belong to several communities of cancer patients and survivors. This is currently being shared. No. Just hell no.",1
"2835","Hey ladies, I am doing a research for breast cancer and I would like for y'all to dm some pics of your breast. Thanks in advance.",1
"2836","A client of Stacy's? Run!Listening to her talk about mental illness is like listening to a doctor make fun of cancer.#dancemomsnewlow",1
"2837","New A.I. Implementation Could Help Detect Cancer Via Selfie #Android #Google #news",1
"2838","Exercise Interventions for Breast Cancer Patients Undergoing Neoadjuvant Chemotherapy",1
"2840","Almost broke down knowing at any Moment my moms can be taken away from me with this cancer shit. I never pictured a life without my queen...",2
"2841","redneck bullies show up howdy oh wasi mean to u?? u adn u well i got cancer of evthing booze for blood us. text..funeral parlor",0
"2843","Yo Anti-Smoking group that advertises on twitch, I don’t smoke. My mom died to lung cancer thanks to smoking for like 40 years. I get it.",2
"2845","I lost my father similarly who was a journalist working 4 society till the lastday of his consciousness. Cancer hates tea but caffeine kills",2
"2846","Cards bring joy to girl, 9, battling cancer [VIDEO]",2
"2848","@MarkBarry67 @charlesord1 I am a clown because people do not get cancer treated on time. Ruining in the wider sense. Clown.",1
"2851","@F1abraham is a cancer the world needs to be rid of. Truly disgusting human being.",0
"2852","Rwanda to host major African cancer conference #Rwanda",1
"2853","Updates on Infectious Diseases: Analysis of Plasma Epstein–Barr Virus DNA to Screen for Nasopharyngeal Cancer",1
"2854","Harvey disrupting treatment for Houston cancer patients (Via WFAA)",1
"2856","Ginger Johnson is battling cancer. She is also preparing her digital legacy. This week, how tech is changing death:",2
"2857","“I’m Fine, Really I’m Fine:” What not to say to someone with #cancer …",1
"2859","I would love for you to support The Partnership for Gynecological Cancer Support's 2017 Broad's Brush event on...",1
"2860","#Cancer #ZodiacPeople - A Cancer woman can anger easily over the smallest of mishaps.",0
"2861","But of course, cancer is you. There is no separation. Even if they successfully kill the cells that are trying to kill me, it is not the end",0
"2862","we have had a hellish year. Lost my 2nd mum to cancer. Almost lost my heart to suicide. But here we are, united by #love and blood and memory🌷",2
"2863","Harnessing the U.S. Taxpayer to Fight Cancer and Make Profits",1
"2865","When I finally shattered cancer's nutsack, I was like...",1
"2866","it will be one year tomorrow that we find out you had cancer.",2
"2868","when you think cosmetic you think oh Cardi B, Nicki body, but you dont think breast reconstruction for cancer patients, or hand transplants",1
"2869","@sebootybarnes nah but hes a youtube prankster. They are always cancer and cant be trusted. He was being a dickhead, I guarantee it.",0
"2871","4 your #Weight ღ : COMPLETE LIST OF CANCER FIGHTING FOODS",1
"2873","September is national prostate cancer awareness month. We would like to remind you how important it is to get routine check-ups #cancerfree",1
"2876","My son just received his 6th letter from the Dean congratulating him on his 4.0 GPA. My oldest is a cancer survivor, teaches disadvantaged!",2
"2878","20 yrs ago, I had terminal #Cancer with no cure in sight. Read about my miracle! by #IronmanMann via @c0nvey",3
"2879","Fasting without fasting: key to beat diabetes and cancer?",1
"2883","The signs as Christmas The Office gifs📝: Cancer",0
"2886","I need dad again. If only necromantic spells restored mind body and killed cancer",2
"2888","Hanging on for Dear Life: The Evolving Role of Immunotherapy and Targeted Therapy for Lung Cancer via @cure_magazine",1
"2889","My doctor said he was going to help me with my drinking problem. I told him he had a better chance of curing fucking cancer. I�",1
"2890","My daddy is out of surgery and it is cancer and has spread to his liver. He will have to have chemo. Keep the prayers coming.",2
"2892","MY AUNTIE IS CANCER FREE FUCK YEAH 😭💪🏻💚💚💚",1
"2893","UFC fighter will give belt to cancer survivor if he wins it on Dec 30th [",2
"2894","For 40 Years Johnson and Johnson Hid Baby Powder Ovarian Cancer Connection",1
"2895","Dani seems like a cancer, spreads herself anywhere for attention! #beingmaryjane",0
"2896","#NSAID Use May Increase Death Risk in Endometrial Carcinoma Patients // // #CONinflammation #CONcancer #cancer",1
"2897","Police department swears in 8-year-old with cancer via @chilligaz",1
"2898","Support the fight against pediatric cancer so that one day, no child has to suffer #ChildhoodCancerAwareness @AmericanCancer #FindACure",1
"2899","@JakeAndEmily I would defo give this to my dad if I won! He has terminal cancer and finds the cold really hard! Good luck everyone! Xxx",2
"2901","@_joeeb @ACookieRS cancer might actually be easier to get",1
"2902","Dear Santa, Please bring all the kids fighting cancer around the world love and smiles on…",1
"2903","I have #justsponsored Lucy , who is fundraising for Cancer Research UK on @JustGiving. Donate now",1
"2904","Breast cancer prediction model developed for Hispanic women.",1
"2905","Colon cancer awareness at a whole new level! #backoffcoloncancer",1
"2907","6 Possible Signs of Cancer You Need to Know...",1
"2909","If everyone could please go follow gvsulymcrew on Instagram to help my crew fight against pediatric cancer it would be greatly appreciated!🎗",1
"2910","Uncles get breast cancer too. Stand by for @drkrieff's Uncle Barry's story. #brca #malebreastcancer #menhavebreaststoo #bcsm",2
"2912","Im finna get cancer from this burnt rubber",1
"2915","Bishop Gregory Ingram successfully completed his 40 days of cancer treatments today. Members of the First...",2
"2916","Toot N Daad has been proven to cure cancer by two doctors with down syndrome. #TootNDaad",1
"2917","Drmanish_soni: Fallopian tube cancer can start at any age, but it is most common in women who are in their 50s or 6…",1
"2918","I do not care for the wording - every cancer is different, but this is a really well-written article and provides...",1
"2919","2 surprising ways to stop breast cancer tumor growth.",1
"2920","#StarSignFacts: John D. Rockefeller, born under Cancer - 8th July. #billionaire",2
"2921","Sunflowers sown for #cancer patients",1
"2922","Disability awareness, has always been my passion, as a primary teacher, lecturer, parent of a child fighting cancer in Ireland #irishmed",2
"2925","""Dr. Jeff Rocky Mountain Vet"" moves locations, battles cancer on hit Animal Planet show via @denverpost",2
"2926","Peter Farley has Cancer again ;~;",2
"2927","Grateful for all the Amazing people that have supported @docitfoundation and I in our journey to #DOCIT - Detect Ovarian Cancer In Time 🙏💕",1
"2929","We had a fantastic Girls Just Wanna Have Fun weekend in October! We raised €14,315 for the Irish Cancer Society...",1
"2930","@Mandalorian1310 ty very much. Sadly Im an old pro at losing people to cancer",2
"2931","Women with breast implants at greater risk of rare cancer than previously thought #ALCL #BIAALCL",1
"2932","I liked a @YouTube video from @sarahnars CANCER - MID DECEMBER 2016 INTUITIVE TAROT READING",1
"2933","praying I do not lose my only grandpa to cancer 🙏🏽😪",2
"2936","Analysis | Gilead’s $11.9 billion purchase of a groundbreaking cancer therapy could drag it - The Washington Post",1
"2937","I am born on the cusp of Gemini and Cancer. it is no surprise that I am a Gemini sun and a Cancer…",0
"2938","'Barcoding' brain cancer cells helps untangle complexity, points to treatment targets…",1
"2939","#Broccoli Reduces Risk of Fatty Liver and Liver #Cancer",1
"2940","Brave mum who was diagnosed with cancer while pregnant passes away - Bucks Free Press",2
"2941","How To Prevent Cancer By Health Beauty Tips",1
"2942","Tôi đã thêm video vào danh sách phát Michael Buble son cancer:😀 Treatments Going Well — Gets To",2
"2943","I hope it is filled with cancer. Die bitch",1
"2944","Carbone Cancer Center Members Recognized as Vilas Professors",1
"2948","👻isum being lonely is like a cancer. If not treated can be lethal if not faced and treated!",0
"2950","Please pray for my family 😔 My grandma was diagnosed with breast cancer this summer and today she had both of the tumors removed 🙏🏾",2
"2951","theinformation: Grail is going to spend more than $1 billion to conquer cancer. Skeptics worry its test will not be r…",1
"2952","Not sure how to respond to people recommending teas and diets to fight my cancer. Like thanks, but I am going to go with what my drs say.",3
"2953","Congratulations to @UCD_Cancer's Simon Cherry who was named to the National Academy of Inventors",0
"2954","Lung Cancer And Blood Cancer – Two Killers That Are Still Ruining Millions of I ... -",1
"2955",".@MariahCarey granted a special Christmas wish, from a fan fighting stage-four breast cancer.",2
"2957","How is being struck by a hurricane so different from being hit by cancer? I’m only asking. --...",1
"2959","Fighting!!!! Nasty Cancer!!! Well, I am gonna say bye-bye to some of you. Now I am watching the ones who will have...",1
"2960","Avoid chapped lips on the slopes by #choosing #organic lip balms to avoid #oxybenzone, a toxin that has been linked to breast cancer.",1
"2961","Never in my life have I seen a worse tweet. Every cancer I have ever met has been devastatingly selfish.",0
"2962","My mom DESTROYED her breast cancer and took up tango dancing, all while caring for her 90 yo mother 💪🏻 #WomanUp #breastcancer",1
"2966","Socially isolated breast cancer patients fare worse, study says",1
"2967","Shelter Dog with Terminal Cancer Gets Forever Home for the Holidays #positive #news",2
"2968","Scientists probe link between #stroke and cancer |",1
"2969","LOOK: Florida coach Jim McElwain visits young Gators fan fighting cancer",2
"2971","@TheEllenShow Check #SR16 #heelhollandlakt how a 6 year old with cancer is painting fingernails for charity. And moves a nation #3FM",2
"2972","there is always someone cancer that poke us when it is hurting already",0
"2973","Goodbye to sunburns, skin cancer",1
"2974","A great evening thanks to @StNeotsRoundTab for supporting our breast cancer supprt group @HinchHospital @HOBcalendar .🎅🏻",1
"2975","You got a better chance with cancer then fuckin with niggas on my team ...🙏",1
"2977","Woman uses her talents to raise money for cancer research in honor of great grandson. How you can help at 10 #PayitForward @MountainAmerica",1
"2978","@kaykayes hey Kay just wanted to let you know I love you videos and I am inspired by you to work through my fight with cancer",3
"2979","Provocative campaigns for HIV and breast cancer win at Clio #Health Awards",1
"2980","Miss Stowell's winnings are being donated to the Cancer Research Institute. If you are looking for year-end charitable giving, consider CRI.",1
"2981","Cancer breakthrough paves way for new therapies: New Zealand researchers #OtagoResearch #OtagoNews",1
"2982","MT/RT @RCdeWinter that is about the size of it. CancerCureNow -",1
"2983","It really sucks that I come to DR and my uncle is on the verge of dying 2 tumors tho 😩 fuck cancer",2
"2984","it is #ReadABookDay! we are inspired by this story that shows cancer from multiple points of view, an approach we aspire to in our work at CZI",1
"2985","61). little by little, my son-in-law is recovering from stomach cancer, and now he is in good spirits.",2
"2986","Selfishness is a cancer. Kill that noise as soon as possible.",0
"2988","Fri 13th/Sat 14th Jan @EvilPresidentes Pts ""Bowie Weekender"" Free Entry Donations in aid of Dundalk Cancer Hospice",1
"2989","NEW TOOL ON KOMEN WEBSITE HELPS PEOPLE LIVING WITH METASTATIC BREAST CANCER FIND CLINICAL TRIALS via @SusanGKomen",1
"2990","@Abbeyrescuedox did not make it. Cancer all thru body. But he was rescued, sponsored, and wrapped in love.",2
"2991","Vampires with cancer: they live forever; they die forever.",1
"2992","PubMed: NSAIDs induced regulation of alternatively spliced transcript isoforms: possible role in cancer and…",1
"2993","Give legitimacy to private experiences of friends/loved ones dying of cancer SEE #cancer",1
"2994","Breast cancer patients who lift weights have fewer problems with lymphedema, Dr. Eric Winer says: #bcsm",1
"2997","Harnessing the U.S. Taxpayer to Fight Cancer and Make Profits, via @nytimes",1
"2998","Really sorry for using the wrong word!!!....CANCER HATES TEA BUT NICOTINE KILLS...caffeine in limited quantity is good",1
"2999","7 Ovarian Cancer Facts All Women Should Know",1
"3000","Tomorrow morning is gonna be tough. Have to say ""goodbye"" to a client and friend who is losing his long fight with cancer.",2
"3001","Hate how people fucking joke about cancer, like that is something not to fucking mess with",1
"3002","I am watching a documentary right now on Netflix called ""what the health"" this is such a load of crap saying meat is the cause of cancer 🙄",1
"3003","and obviously like cancer and childhood hunger too, but right this second hurricanes and politicians are bigger issues",1
"3005","Freakin stupid!!! #StopSabalTrail #WaterIsLife Florida's delicate springs and aquifer at risk - already allowing Chemicals at cancer levels",1
"3006","Just look at! ..... If i hear some lecturers from my uni had cancer. Drinks on me that night fam.",0
"3007","Fighting Prostate Cancer With Abundant Treatment Options - HuffPost via Black Swan Intelligent Insight™",1
"3009","Study finds broccoli fights #cancer and reduces your risk of developing #arthritis",1
"3010","Cancer breakthrough paves way for new therapies: New Zealand researchers #Cancer #OtagoResearch #OtagoNews",1
"3011","Sheffield scientists set to get £1 million boost for cancer research - University of Sheffield News #cancer",1
"3012","If shawty a Virgo cancer Gemini Scorpio and Aquarius she my type 🤗",0
"3013","God has a really special way of reminding me to not forget what cancer taught me 🙏🏽❤️",3
"3014","Surgery is the most common treatment for colorectal cancer #CRCSM #BowelCancer",1
"3015","The European Commission has approved tivozanib for the treatment of patients with advanced RCC, according to AVEO",1
"3016","More than 60% of #childhoodcancer patients are treated as part of a clinical trial. #gogold",1
"3017","@SenSanders I absolutely hate it. My mom has been stuck on Dilaudid since 2007. She is been thru medical wonders - breast cancer, (1)",2
"3018","#IntegratedBenefits Why is it important to offer cancer insurance policies?. Read Blog:",1
"3019","Craig Sager inspired me, and many others, with his passion for what he did and his fight against cancer. I wrote this to remember him. #NBA",2
"3020","Most of you will not, but my family and my real friends will. In Honor of someone who fights cancer....❤❤💜❤❤💛❤❤ Copy and paste",1
"3021","meu primo ta chorando pq meu tio ta c cancer n sei consolar",0
"3022","This year’s Childhood Cancer Awareness shirts will be in Thursday. Great design on heather red t-shirt. Available Friday at Fire Admin.",1
"3023","I feel like my biology exam will be rough, but I can try to get through it since the stuff with STDs, heart disease, cancer is common sense",1
"3025","@Anafishart I know I do not have a doctor here, why would I have a doctor at the Mass Gen Cancer Center. I am just doing what I was told???",1
"3026","Good news @nilerodgers I am almost 4 years cancer free.. it is a good life. can not wait for album drop in 2017. Le Freak is disco gold.",3
"3027","I refuse to call that shit people vape ""juice"" - that is gross. it is fucking liquid cancer, and you will like it.",0
"3028","@MarkBarry67 @charlesord1 Was I wrong on aande and cancer waiting times then or you just prefer your echo chamber while SNP ruin Scotland?",0
"3029","One more piece in the puzzle of liver cancer identified",1
"3030","F*ck Cancer: How Sharon Jones’ Song ‘I’m Still Here’ Captures the Late Singer’s Amazing Story via @indiewire",2
"3031","Our Kerri is fighting like a girl and kicking cancer's ass!!!!! Help us support Kerri and her girls! #breastcancer",2
"3033","Desperate for #medical #cannabis, cancer patient is told ‘no’ by her own doctors",2
"3034","Only 2 more hours to support our Badger Childhood Cancer Network shirt design. Shirts will be shipped out early...",1
"3035","Donors step up with $86 million in early giving to end cancer as we know",1
"3039","Staying Positive: How To Live Your Life With Cancer -",1
"3040","@NewsHour @rachelnpr Newt IS""LOWLIEST of Lowlies!""he is On his3rd wifeandhe had the lowly gaul to tell2nd w Cancer,he is leaving her4 another! !",0
"3042","Ovarian Cancer, TP53 Mutations, Circulating Tumour DNA, Biomarkers, Treatment Response, Patients with Relapsed",1
"3043","So VW is not on CM anymore. Guess they figured out he was a cancer. #FabulousThomasGibson #NoHotchNoWatch",0
"3044","@BrannenKris @VP 4, cancer has taken it is toll on all of us. What are the odds? Trying to keep it together. Thanks for your concern!",2
"3045","@RC_xTr3m it is for a good cause started by a 6 year old boy with brainstem cancer. He started painting fingernails and raised over € 300 K. 💅👍",2
"3046","Breast cancer awareness shirts are available for pre order at the front desk. Email registration@csecheer.com or call 925-556-1095 to order",1
"3048","Blood donors needed to get cancer patients through Christmas via @ABCNews Please Help!",1
"3049","Tôi đã thích video Michael Buble son cancer:😀 Treatments Going Well — Gets To Spend Christmas At Home",2
"3050","Regular Aspirin Use Reduced Risk for Pancreatic Cancer",1
"3051","The Unknown Throne Of Vaccinated Cancer",1
"3052","How to Cure Cancer A disturbing report from the front lines of the war on cancer. By Malcolm Gladwell We have ca...",1
